file_path,label
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_15.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_29.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_28.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_14.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_16.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_17.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_13.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_12.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_38.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_10.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_11.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_39.JPG,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_76.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_62.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_89.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_88.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_63.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_8.png,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_61.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_75.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_49.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_48.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_9.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_74.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_60.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_19.jpeg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_58.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_64.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_70.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_59.jpeg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_71.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_65.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_67.png,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_73.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_98.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_66.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_72.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_57.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_2.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_43.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_94.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_80.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_81.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_95.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_42.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_56.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_3.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_40.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_1.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_54.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_68.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_83.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_97.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_96.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_82.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_69.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_55.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_41.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_100.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_79.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_45.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_51.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_4.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_86.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_92.JPG,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_87.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_50.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_5.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_44.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_78.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_93.png,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_7.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_52.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_46.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_91.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_85.jpg,1
/Users/vinnysgarzi/Documents/imageRecognitionTesting/valuationEstimator/images/dog/Image_84.jpg,1
